video_id,title,channel_title,content_category,publish_country,published_day_of_week,views,likes,dislikes,comment_count,age_group,locality,platform
aD5dCMBeySA,Wild Turkey Bourbon & Matthew McConaughey Give Back for Thanksgiving,WildTurkeyBourbon,people & blogs,us,monday,154224,1584,63,272,25-34,Velachery,youtube
WKPIEWcGoVo,Airplane Dad: Part 2 - Cyanide & Happiness Shorts,ExplosmEntertainment,comedy,us,thursday,794343,40957,1124,2516,18-24,Velachery,youtube
5LoBGoQPUNc,Jennifer Lawrence Takes a Lie Detector Test | Vanity Fair,Vanity Fair,entertainment,us,thursday,6132841,120122,7953,9075,25-34,Anna Nagar,youtube
sV7QeEJ9daI,The French Toast Breakfast Sandwich,ByronTalbott,howto & style,us,tuesday,83227,3424,161,294,18-24,T Nagar,youtube
yawznhmT8x8,People Try Tiny Baking,BuzzFeedVideo,people & blogs,us,wednesday,424959,14753,154,557,35-50,Anna Nagar,youtube
qZHycHI3F1Q,Football vs Soccer Trick Shots | Dude Perfect,Dude Perfect,sports,us,monday,17495717,626333,8916,34608,18-24,Anna Nagar,youtube
melV2fR6-T0,Best & Worst Dressed Grammys 2018 (Dirty Laundry),Clevver Style,howto & style,us,monday,568949,9187,973,1485,35-50,Velachery,youtube
wjOK-U2GhIs,DOING NICOLE RICHIE'S MAKEUP?!,NikkieTutorials,howto & style,us,wednesday,879264,62490,934,3732,18-24,OMR,youtube
mE5bohQxxx0,What Is Love & Will You Ever Fall IN Love?,The Infographics Show,education,us,tuesday,184794,6353,189,1983,18-24,Velachery,youtube
WIV3xNz8NoM,Cobra Kai Season 2,Cobra Kai,entertainment,us,thursday,806633,28280,842,6115,13-17,T Nagar,youtube
6d6SmcYcP_U,Twitter Is FURIOUS VS Fashion Show Aired Model's Runway Fall UNEDITED,Clevver News,entertainment,us,wednesday,352497,3220,161,515,35-50,Nungambakkam,youtube
V15BYnSr0P8,Live It Up (Official Video) - Nicky Jam feat. Will Smith & Era Istrefi (2018 FIFA World Cup Russia),NickyJamTV,music,us,friday,11501355,400867,28526,48100,35-50,Nungambakkam,youtube
_yThFcog0nA,45 Beauty Secrets in 5 Minutesâ€”Hereâ€™s Everything We Learned in 2017 | Vogue,Vogue,howto & style,us,wednesday,1409134,39739,1447,969,18-24,Tambaram,youtube
oWjxSkJpxFU,Suicide: Be Here Tomorrow.,Logan Paul Vlogs,nonprofits & activism,us,wednesday,24286474,1988746,497847,658130,25-34,Nungambakkam,youtube
E_86MEdNsAI,DISNEY SENT MICKEY MOUSE TO MY HOUSE!,Brian Hull,entertainment,us,tuesday,111222,6724,96,855,25-34,Adyar,youtube
CziCidR4KcY,Mariah Carey - The Star,MariahCareyVEVO,music,us,thursday,681439,29225,1356,5366,18-24,Nungambakkam,youtube
o-BODsf2T68,Lauv - Chasing Fire [Official Audio],Lauv,music,us,thursday,985297,52557,402,2099,18-24,T Nagar,youtube
JfQ3W0wjGh4,My Dad Hustled Me Hard,itsAlexClark,film & animation,us,wednesday,1225626,37541,1204,4898,18-24,Velachery,youtube
nzO5ViO_y8Y,How Do Kids and Artists See While Drawing? | Eye Tracking,Function,science & technology,us,wednesday,90214,2575,47,189,13-17,Anna Nagar,youtube
1purAy2MsOc,22 Years of Life Milestone,TheOdd2sOut,comedy,us,monday,873357,83570,635,24392,35-50,T Nagar,youtube
PC1iHFQ0zEk,Daz Watches Worst Kickstarters #9,Daz Games,entertainment,us,friday,349218,22033,559,3198,35-50,T Nagar,youtube
Fjm81OPZbpU,"Miguel - Come Through and Chill (Audio) ft. J. Cole, Salaam Remi",MiguelVEVO,music,us,monday,383694,20241,167,1349,25-34,OMR,youtube
caCdf94Blfw,Oscars 2018: Nominations Announcement,Oscars,film & animation,us,tuesday,1494486,19426,4961,7734,18-24,Tambaram,youtube
t8a8EFMAuSU,WWE's Vince McMahon announces he will relaunch XFL in 2020 [Press Conference] | ESPN,ESPN,sports,us,thursday,663376,11522,963,6489,18-24,Adyar,youtube
iQp1_GfDhwQ,Jess Glynne - I'll Be There [Official Video],Jess Glynne,music,us,friday,7530708,80875,1735,2248,25-34,T Nagar,youtube
KObL442PWhQ,Fish | Basics with Babish,Binging with Babish,entertainment,us,thursday,1258140,35379,600,2564,35-50,Tambaram,youtube
E21NATEP9QI,Why Stradivarius violins are worth millions,Vox,news & politics,us,monday,956490,21035,649,1587,50+,OMR,youtube
sMEmj80EJy8,Simple Makeup GRWM x Q&A,LaMadelynn,howto & style,us,tuesday,23330,1397,21,116,35-50,Velachery,youtube
Kw0ih4jPOBo,Kacey Musgraves - Space Cowboy (Official Music Video),KaceyMusgravesVEVO,music,us,monday,465151,6593,457,472,25-34,OMR,youtube
TI5bEf-BULU,How Michael B. Jordan's Black Panther Makeup Was Done â€” Exclusive Behind The Scenes,INSIDER,entertainment,us,friday,14251663,138019,4430,5981,13-17,Anna Nagar,youtube
l884wKofd54,Enrique Iglesias - MOVE TO MIAMI (Official Video) ft. Pitbull,EnriqueIglesiasVEVO,music,us,wednesday,17724491,218016,10534,8976,13-17,Anna Nagar,youtube
o-BODsf2T68,Lauv - Chasing Fire [Official Audio],Lauv,music,us,thursday,1433854,62319,515,2260,35-50,Porur,youtube
#NAME?,Predator Is Back,adidas Football,sports,us,wednesday,1624478,6674,1567,577,25-34,Anna Nagar,youtube
dY2jpeasD4w,Adam Ruins Everything - The True Origins of Tulipmania | truTV,truTV,entertainment,us,thursday,422981,6829,350,753,13-17,Velachery,youtube
DfxhWPvhFCQ,Iggy Azalea Burned Nick Young's Designer Clothes | WWHL,Watch What Happens Live with Andy Cohen,entertainment,us,monday,466256,4042,1989,1611,13-17,Porur,youtube
9o2FXVhjLyY,70's Ads: After Eight Chocolate Mints,PhakeNam,entertainment,us,friday,18264,315,29,122,25-34,OMR,youtube
OAGfx7eB3gA,How to pick up a cat like a pro - Vet advice on cat handling.,Helpful Vancouver Vet,pets & animals,us,tuesday,3388443,102467,2608,9261,13-17,T Nagar,youtube
RNA516fNpuw,Alina Zagitovaâ€™s gold medal free skate in PyeongChang,NBC Sports,sports,us,friday,529609,4330,206,864,18-24,T Nagar,youtube
kZYKnREz9Vo,How to Start Fire with Hammer!,CrazyRussianHacker,science & technology,us,wednesday,404778,10444,962,1538,25-34,T Nagar,youtube
N4LQuwSjc34,WATCH: Trump sexual misconduct accusers hold news briefing,PBS NewsHour,news & politics,us,monday,57770,817,1478,0,35-50,OMR,youtube
zZ9FciUx6gs,Nickelback - The Betrayal Act III [Official Video],Nickelback,music,us,monday,282854,12958,664,1060,25-34,Velachery,youtube
_3rb5IKvkUw,Tomb Raider's Alicia Vikander Answers the Web's Most Searched Questions | WIRED,WIRED,entertainment,us,tuesday,805918,17033,399,1534,18-24,T Nagar,youtube
VioegwSjypk,í•œêµ­ ì¹˜ë§¥ ì™•ì¤‘ì™•ì „: ì™¸êµ­ì¸ ìž…ë§›ì— ì œì¼ ìž˜ ë§žëŠ” í•œêµ­ ì¹˜í‚¨ì€?!,ì˜êµ­ë‚¨ìž Korean Englishman,comedy,us,wednesday,1019288,25129,454,2831,25-34,Nungambakkam,youtube
RxlSl-kG3qg,We Are So Blessed | Acacia Kersey,acaciacutie,comedy,us,wednesday,321649,24658,525,2486,18-24,Adyar,youtube
GsexKH-Ubnw,Groom Miraculously Walks Down Aisle After Being Paralyzed,Inside Edition,news & politics,us,saturday,925976,14891,864,1368,25-34,Anna Nagar,youtube
JqfuKsoEEms,Hotel Artemis | Official Trailer [HD] | Global Road,Global Road Entertainment,entertainment,us,monday,12084744,5059,430,555,25-34,Adyar,youtube
B1Kitc6cMXw,Completely Spillproof Travel Bag,INSIDER,travel & events,us,wednesday,34927,522,79,175,25-34,OMR,youtube
i_nLsG_asQg,Blake Shelton - I Lived It (Official Music Video),Blake Shelton,music,us,friday,2544589,30331,1579,1572,25-34,T Nagar,youtube
07S_Glj3uYs,Noah Cyrus - Again (Alan Walker Remix),Alan Walker,music,us,friday,383425,47687,815,3551,25-34,Anna Nagar,youtube
mwiKZ4qmRnQ,The Best Ever Vegan Chocolate Chip Cookies,Tasty,howto & style,us,tuesday,258180,12180,408,1106,25-34,Tambaram,youtube
Z4qNw1dPuNI,How I Get Ready With My Disability,As/Is,people & blogs,us,tuesday,691138,36771,571,2960,18-24,Velachery,youtube
DCcA4FyWeXI,Getting Over It (Spoilers?),Errant Signal,gaming,us,thursday,53597,2753,74,337,18-24,Adyar,youtube
vjSohj-Iclc,"Getting some air, Atlas?",BostonDynamics,science & technology,us,thursday,5650991,76461,2666,12187,18-24,Velachery,youtube
ilTHiqAmuX8,Fifty Shades of Corden w/ Jamie Dornan,The Late Late Show with James Corden,entertainment,us,wednesday,1142163,51717,351,1942,18-24,T Nagar,youtube
72Qahj0U0Lw,Drone captures dramatic Ohio River flooding,USA TODAY,news & politics,us,monday,49606,356,72,232,50+,T Nagar,youtube
r4VJ8o6yqzM,Scott Disick Goes Sneaker Shopping With Complex,Complex,entertainment,us,monday,1279270,31676,3017,5068,18-24,Velachery,youtube
O8pMkVg0O20,UFC 223: Namajunas vs Joanna 2 - Jimmy Smith Preview,UFC - Ultimate Fighting Championship,sports,us,monday,134856,2051,56,471,35-50,Anna Nagar,youtube
wT_yPn3LfNA,We Wore Hoopskirts For A Day â€¢ Ladylike,Ladylike,people & blogs,us,wednesday,2073360,62987,2175,4625,35-50,T Nagar,youtube
rRr1qiJRsXk,Sanju | Official Teaser | Ranbir Kapoor | Rajkumar Hirani,FoxStarHindi,entertainment,us,tuesday,44703438,785120,31164,48032,25-34,Tambaram,youtube
rRr1qiJRsXk,Sanju | Official Teaser | Ranbir Kapoor | Rajkumar Hirani,FoxStarHindi,entertainment,us,tuesday,39208858,742220,28091,45614,18-24,Nungambakkam,youtube
lRlVPAeZTzc,DIY GIANT DEVILED EGG (DO NOT ATTEMPT) - TEST KITCHEN,HellthyJunkFood,entertainment,us,saturday,203492,5978,336,1048,18-24,Tambaram,youtube
fLjXIFvafSE,How the Turtle Got Its Shell,PBS Eons,science & technology,us,monday,262702,9689,209,911,25-34,Porur,youtube
9pbCuFxRuqs,The truth about the Apple iPhone X - Review!,Jonathan Morrison,science & technology,us,thursday,676692,24794,1326,3567,18-24,Anna Nagar,youtube
_xwX82Y0Oro,FRIENDS - Marshmello & Anne-Marie / Tina Boo Choreography,1MILLION Dance Studio,entertainment,us,wednesday,513455,31505,279,623,25-34,Nungambakkam,youtube
1RZYOeQeIXE,Sarah Paulson Gets Scared During '5 Second Rule',TheEllenShow,entertainment,us,monday,704786,19880,248,669,18-24,T Nagar,youtube
L_SyKf-ETlY,Charlie Puth - Change (feat. James Taylor) [Official Live Performance],Charlie Puth,music,us,tuesday,1059518,55703,1830,3639,13-17,Nungambakkam,youtube
fFSmOE0Uxms,MAKING A GINGERBREAD TRAIN,Marzia,people & blogs,us,saturday,813551,58027,1010,4154,35-50,Nungambakkam,youtube
CJRw18MtRPg,Whats inside a Mexican Jumping Bean?,What's Inside?,science & technology,us,saturday,1995615,25952,5234,9111,18-24,OMR,youtube
NWOz3OZ6J9M,Men arrested at Starbucks speak out,ABC News,news & politics,us,thursday,1312571,14758,12747,30322,50+,Nungambakkam,youtube
Zx7p_tmWlq0,"White House Press Briefing - November 30, 2017 | NBC News",NBC News,news & politics,us,thursday,13755,72,36,0,50+,Adyar,youtube
LIEOeqNRikk,American vs. Brit,Oscar Fury,gaming,us,friday,21199,151,12,10,35-50,Anna Nagar,youtube
XzzQL96yAwE,Love at First Sight,Studio C,comedy,us,tuesday,489175,13229,1305,2366,18-24,Velachery,youtube
AJkOHavUH_A,4 Reasons I Don't Like Thanksgiving || Mayim Bialik,Mayim Bialik,film & animation,us,thursday,46197,3794,254,889,13-17,Adyar,youtube
L87HuKmGwVQ,I Wore Platform Crocs For A Week,Safiya Nygaard,people & blogs,us,sunday,3965427,179074,2327,19541,50+,T Nagar,youtube
VWFoCcbXqAw,Greg talks with  the school shooter who killed his son 25 years ago | StoryCorps,StoryCorps,film & animation,us,tuesday,26282,667,27,90,25-34,OMR,youtube
mjBIsBPG1N8,Every Snack I'm Packing for the Victoria's Secret Fashion Show | Karlie Kloss,Klossy,people & blogs,us,thursday,76491,3849,95,217,50+,Nungambakkam,youtube
u429Qgvoxw4,Never Do a Superhero Landing,Because Science,science & technology,us,thursday,1073408,29281,1351,4655,50+,T Nagar,youtube
Cf3zj7D8SQ4,Draw My Life - Rebecca Parham,Let Me Explain Studios,film & animation,us,saturday,1680468,94121,2314,25215,35-50,Tambaram,youtube
um-1fAVU1OQ,WE GOT INTEL'S PROTOTYPE GRAPHICS CARD!!,Linus Tech Tips,science & technology,us,monday,2622766,84604,11094,7962,18-24,Porur,youtube
_QWZvU7VCn8,Brad Pitt Bid $120k For A Night With Emilia Clarke!  | The Graham Norton Show,The Graham Norton Show,entertainment,us,friday,4069186,37721,1746,2390,18-24,Nungambakkam,youtube
1purAy2MsOc,22 Years of Life Milestone,TheOdd2sOut,comedy,us,monday,1115331,94889,784,26777,35-50,Nungambakkam,youtube
WeOwqu6gOPs,Last Workout Before the Victoria's Secret Fashion Show | Karlie Kloss,Klossy,people & blogs,us,monday,178748,8412,59,364,25-34,Adyar,youtube
Go3DZxyoH_Q,How to Make Baba Ghanoush | Episode 1224,Laura in the Kitchen,howto & style,us,wednesday,76044,2698,74,277,18-24,Nungambakkam,youtube
dRfvXL-m7O8,Who's a U.S. citizen? | Lineup | Cut,Cut,entertainment,us,tuesday,660104,19172,359,1637,18-24,Tambaram,youtube
t50M1CM7E8s,Ew! HAIRY Hotdogs & EVERY food you can get at Shanghai Disneyland | China Vlog Tour,Feast Of Fiction,howto & style,us,friday,71841,1594,155,259,35-50,T Nagar,youtube
kzFHjyysXr0,Embarrassing Vision Boards From Our Past (ft. Jenna Dewan Tatum),IISuperwomanII,comedy,us,tuesday,961346,77731,1021,5779,25-34,Velachery,youtube
CvqtJTrsKCE,BREAKUP ADVICE WITH MY EX!,Cammie Scott,people & blogs,us,thursday,384962,23538,1127,1969,35-50,OMR,youtube
NBSAQenU2Bk,Rooster Teeth Animated Adventures - Millie So Serious,Rooster Teeth,film & animation,us,monday,743263,25351,173,767,13-17,Anna Nagar,youtube
r-i6XpcL1Fs,Exercise Ball Magnus Effect from 200m!!,How Ridiculous,sports,us,friday,2464543,46745,6954,11825,25-34,OMR,youtube
jpH-8HiMCRI,Deep Fried Ice Cream & Cookie Dough & Funfetti?! (What the Flavor),Clevver Style,howto & style,us,friday,395006,16700,309,957,50+,OMR,youtube
Ps7GzIV2KP0,Which Animal Is The Smartest?,Life Noggin,education,us,monday,524496,13964,590,3055,18-24,T Nagar,youtube
q260bjSiyq0,The Floppotron: Toto - Africa,PaweÅ‚ ZadroÅ¼niak,music,us,saturday,282721,14120,129,1045,18-24,Adyar,youtube
1FJD7jZqZEk,Jurassic World: Fallen Kingdom - Final Trailer [HD],Universal Pictures,entertainment,us,wednesday,9136960,146816,5854,15660,35-50,Tambaram,youtube
hhiD-TKYqHk,Barcelona vs. Chelsea | 2017-18 UEFA Champions League Highlights,FOX Soccer,sports,us,wednesday,456972,3689,260,742,35-50,Velachery,youtube
7IZZrxZ6uxA,Missouri Star Quilt Company Live Stream,Missouri Star Quilt Company,education,us,tuesday,42242,1365,57,187,25-34,T Nagar,youtube
gNvNMWiMxUE,Underdog Stories (YIAY #406),jacksfilms,comedy,us,wednesday,1026239,57566,769,23021,25-34,T Nagar,youtube
_QWZvU7VCn8,Brad Pitt Bid $120k For A Night With Emilia Clarke!  | The Graham Norton Show,The Graham Norton Show,entertainment,us,friday,2738742,28459,1151,1842,18-24,Velachery,youtube
jVlfNd3fxMY,Tomb Raider - Movie Review,Chris Stuckmann,entertainment,us,wednesday,482557,18062,552,2614,18-24,Porur,youtube
VfAOl67WcLY,"The Walking Dead: No Manâ€™s Land by Anwar Jibawi, Hannah Stocking & Inanna Sarkis",Anwar Jibawi,comedy,us,wednesday,1231253,39100,1513,2000,25-34,Anna Nagar,youtube
p6cInZvsPPI,THE DIFFERENCE BETWEEN THE USA & NEW ZEALAND,How to DAD,people & blogs,us,wednesday,174546,11808,216,981,35-50,OMR,youtube
fA9Ypn3jQw0,Nick Jonas & Jack Black - Jumanji Jumanji (Official Video),nickjonas,music,us,monday,52557,1691,43,142,35-50,Anna Nagar,youtube
dwEKqAwoz0Y,"Take Sam to Church | December 20, 2017 Act 3 | Full Frontal on TBS",Full Frontal with Samantha Bee,people & blogs,us,thursday,521883,7267,1900,996,50+,Anna Nagar,youtube
HdusPnywwPI,SIRI PICKS MY MAKEUP,Tati,howto & style,us,friday,1245818,55288,1485,6332,25-34,Tambaram,youtube
OWYKrIKMO1M,WE HAVE BECOME CHARACTERS IN A GAME!!!!,JOLLY,comedy,us,friday,201859,5569,127,518,18-24,OMR,youtube
Lok2EvthO-U,"The Best Love Advice I Can Give. (real adult relationships, self love, and so much more)",Arden Rose,film & animation,us,monday,131016,8342,248,314,35-50,T Nagar,youtube
CZkUNPBlJIQ,Carpool Karaoke w/ Adam Levine,The Late Late Show with James Corden,entertainment,us,friday,5472624,145364,2253,7770,25-34,Velachery,youtube
tp6wtD9jGyA,BEST Pho! TRADITIONAL Noodle Tour of Saigon Vietnam,Strictly Dumpling,travel & events,us,sunday,419185,12331,220,1843,35-50,T Nagar,youtube
Xyb1fsPG-Xk,Hawaii residents flee after Kilauea volcano eruptions,CNN,news & politics,us,saturday,1041142,5011,668,2899,35-50,Velachery,youtube
ri1m5j_yq8A,Prince William: Wedding means Harry will stop raiding my fridge!,The Royal Family Channel,news & politics,us,wednesday,228461,1591,59,295,50+,OMR,youtube
kUosDBUjq5A,LUXURIOUS All You Can Eat BUFFET in Mumbai India!,Strictly Dumpling,travel & events,us,sunday,1235034,20070,851,3121,18-24,T Nagar,youtube
uRP4nAGMYCY,True Facts: Frog Fish,zefrank1,people & blogs,us,tuesday,1192903,98256,1196,15201,25-34,Anna Nagar,youtube
t0VsbEqfAvo,"24 HOUR BOX FORT PRISON ESCAPE ROOM!! ðŸ“¦ðŸš” Secret UNDERGROUND Tunnel, SPY GADGETS & More!",Papa Jake,entertainment,us,saturday,4763257,64395,9940,24823,13-17,Velachery,youtube
wQFsKrYLd10,My Everyday Makeup Routine!,Lindsay Webster,people & blogs,us,thursday,144359,5090,63,266,35-50,Porur,youtube
PcrVm1qEJyA,Full Face First Impressions Makeup Tutorial l New Makeup,Christen Dominique,howto & style,us,thursday,376209,23148,433,1527,13-17,Nungambakkam,youtube
GpbMbBNP-NI,Sephora Beauty Haul,Nicole Guerriero,howto & style,us,sunday,301290,13822,563,1518,25-34,T Nagar,youtube
jTW5_KvkGoE,Top 50 Singles of 2017,theneedledrop,music,us,friday,341811,13441,1243,3655,18-24,Tambaram,youtube
18QHSoWPygQ,Cardi B: 2018 iHeartRadio Music Awards | Acceptance Speech | TBS,TBS,entertainment,us,monday,1026719,23983,2715,4336,18-24,Velachery,youtube
_feQprPLL98,Harry Styles - Kiwi - ARIA Awards 2017,HQVideoDude,music,us,tuesday,132222,8218,31,387,18-24,Velachery,youtube
_r9GPgvN8As,SMALLFOOT - Teaser Trailer,Warner Bros. Pictures,entertainment,us,thursday,427156,4407,196,519,13-17,Tambaram,youtube
x2u-KEex34A,Stephen Curry 2018 All-Star Captain | Best Highlights 2017-2018,NBA,sports,us,thursday,472692,6733,268,874,13-17,Porur,youtube
WPZfIKy7LWo,EVERY LATE NIGHT TALK SHOW EVER,Smosh,comedy,us,monday,1233628,56641,1837,4739,25-34,Nungambakkam,youtube
3Mg0SCxwvMo,"Fresh Market Meat and Cheese Extravaganza in Rome, Italy",Simon and Martina,travel & events,us,saturday,59758,3110,62,349,18-24,Adyar,youtube
iuBPpEkUi8I,Bro's Night Out,Jason Yu,people & blogs,us,sunday,468559,13685,536,1103,18-24,Velachery,youtube
15nf2EBBNu0,Commodore 64 | A Restoration (almost) | Trash to Treasure,RetroManCave,science & technology,us,thursday,15190,1087,6,183,25-34,Tambaram,youtube
lRlVPAeZTzc,DIY GIANT DEVILED EGG (DO NOT ATTEMPT) - TEST KITCHEN,HellthyJunkFood,entertainment,us,saturday,276989,6858,594,1168,25-34,Anna Nagar,youtube
MDsJ9hheH30,"Vanderpump Rules: Lisa Confronts Sandoval for Talking Crap (Season 6, Episode 1) | Bravo",Bravo,entertainment,us,thursday,52360,221,10,82,18-24,Adyar,youtube
6J-D86wfxiE,Chadwick Boseman gets emotional while discussing impact of Black Panther,SiriusXM,entertainment,us,tuesday,286804,10325,322,1209,25-34,Velachery,youtube
cWGWYAhLuAQ,This is what happens when you don't sleep in | Will Smith Vlogs,Will Smith,entertainment,us,wednesday,895323,52057,577,4712,13-17,OMR,youtube
8h--kFui1JA,Sam Smith - Pray (Official Video) ft. Logic,SamSmithWorldVEVO,music,us,wednesday,11094599,300278,7438,11322,13-17,Anna Nagar,youtube
F1b5ouja_VI,Markiplier Makes: Breakfast,Markiplier,comedy,us,saturday,701874,40666,528,1908,18-24,T Nagar,youtube
mdTv3V4ALzg,Inside Zachary Quintoâ€™s $3.2 Million NYC Loft | Open Door | Architectural Digest,Architectural Digest,howto & style,us,tuesday,542251,11089,350,845,25-34,Porur,youtube
FI3zMdqq4vE,Tracy McGrady on Isaiah Thomas to the Lakers: He can't bring an ego with him | The Jump | ESPN,ESPN,sports,us,thursday,1051495,6083,241,1607,25-34,T Nagar,youtube
zEf423kYfqk,"Becky G, Natti Natasha - Sin Pijama (Official Video)",BeckyGVEVO,music,us,friday,48167481,945508,80021,58258,25-34,Adyar,youtube
kDRRvz4y7ms,Floyd Mayweather Talks Potential MMA Fight | SHOWTIME CHAMPIONSHIP BOXING,SHOWTIME Sports,sports,us,sunday,323571,3328,283,1589,50+,Anna Nagar,youtube
fKuxh0E9mSI,CHVRCHES - My Enemy ft. Matt Berninger,ChvrchesVEVO,music,us,wednesday,526526,11138,420,763,18-24,T Nagar,youtube
yAqHUwjnue4,Roma vs. Liverpool | 2017-18 UEFA Champions League Highlights,FOX Soccer,sports,us,wednesday,568002,3620,200,1062,18-24,T Nagar,youtube
592KTCoUuUg,Kesha - Hymn (Official Video),keshaVEVO,music,us,thursday,1061171,68701,1742,4109,25-34,T Nagar,youtube
WIV3xNz8NoM,Cobra Kai Season 2,Cobra Kai,entertainment,us,thursday,1038666,32224,988,6779,18-24,Porur,youtube
aY-0uBIYYKk,TESS Mission,SpaceX,science & technology,us,friday,750352,21032,423,719,25-34,Anna Nagar,youtube
0DpCDxoj_Xg,'Santa Claus Is Comin' To Town' Carpool Karaoke,The Late Late Show with James Corden,entertainment,us,tuesday,690533,43217,304,1617,13-17,Nungambakkam,youtube
e5IRkF20JmU,REACTING to BTS Mic Drop! (MV),Wassabi Productions,entertainment,us,monday,443492,25622,498,10128,13-17,Adyar,youtube
paNVYGfGrqI,"Amtrak Crash: 2 dead, at least 70 injured in S Carolina",CBS News,news & politics,us,sunday,166627,539,144,510,50+,Velachery,youtube
PluaPvhkIMU,The Greatest Showman | From Now On with Hugh Jackman | 20th Century FOX,20th Century Fox,film & animation,us,tuesday,786805,15095,128,857,35-50,Adyar,youtube
